step,ppo_actor/update/new_logp/avg,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_direct/avg,timeperf/train_step,ppo_actor/update/old_logp/avg,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/advantages/avg,ppo_actor/seq_len/avg,ppo_actor/task_reward/avg,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/correct_seq_len/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/final_reward/avg,ppo_actor/update/approx_kl/avg,ppo_actor/update/entropy/avg,ppo_actor/update/vocab_max_logits/avg,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/vocab_min_logits/avg,ppo_actor/update/importance_weight/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/clip_ratio/avg,rollout/reward,eval-rollout/reward
73,-0.075809,0.10156,0.0014622,3.1409,-0.074347,187.25,0.0012529,0.0013254,5.9461e-09,1169.6,0.375,-0.075809,1091.9,-4.7232e-05,0.0,1.8961e-12,0.0,0.084764,44.254,1216.2,-0.0014622,-24.543,1.0,0.0,0.99979,0.0,0.37857,
74,-0.073925,0.125,0.001558,3.2586,-0.072367,210.12,0.0011983,0.0012496,-2.106e-09,1229.0,0.32031,-0.073925,1175.1,-0.00011169,0.0,3.6563e-12,0.0,0.083187,44.653,1254.4,-0.001558,-24.512,1.0,0.0,0.99964,0.0,0.47287,
75,-0.071645,0.11719,0.0013725,3.1589,-0.070273,227.0,0.0012398,0.0012572,1.9307e-09,1199.5,0.46875,-0.071645,1111.1,-0.00019495,0.0,1.9153e-12,0.0,0.082568,43.964,1277.5,-0.0013725,-24.387,1.0,0.0,0.99987,0.0,0.46753,
76,-0.072335,0.125,0.0014031,3.1268,-0.070932,203.62,0.0012602,0.0012823,-6.1726e-09,1169.2,0.375,-0.072335,1016.4,-8.5676e-05,0.0,4.3401e-12,0.0,0.081875,44.758,1261.0,-0.0014031,-24.714,1.0,0.0,0.99986,0.0,0.42,
77,-0.06821,0.10938,0.0013305,3.0902,-0.06688,205.06,0.0011979,0.0012436,1.9631e-08,1100.0,0.53906,-0.06821,960.58,0.00022342,0.0,3.6424e-12,0.0,0.077777,44.201,1263.0,-0.0013305,-24.526,1.0,0.0,0.99987,0.0,0.32331,
78,-0.086359,0.125,0.0016765,3.1854,-0.084683,221.19,0.0014884,0.0015256,5.543e-09,1210.5,0.28906,-0.086359,1074.4,-8.4268e-05,0.0,-1.8828e-12,0.0,0.097284,43.485,1265.8,-0.0016765,-24.254,1.0,0.0,0.99981,0.0,0.208,
79,-0.082913,0.125,0.0012729,3.1499,-0.081641,207.0,0.0013057,0.001368,0.0,1172.8,0.22656,-0.082913,936.45,0.00026124,0.0,0.0,0.0,0.09459,43.871,1242.0,-0.0012729,-24.672,1.0,0.0,1.0,0.0,0.34884,
80,-0.068128,0.078125,0.0015033,3.1428,-0.066641,187.0,0.0012495,0.0015917,4.0948e-08,1168.1,0.35156,-0.068124,1101.6,-0.00010988,0.0,-9.4928e-13,0.0,0.07667,44.695,1204.1,-0.0015033,-24.788,0.99999,0.0,0.99975,0.0,0.49315,
81,-0.08013,0.125,0.0015714,3.1156,-0.078558,187.19,0.0012573,0.0012875,-7.3523e-09,1160.0,0.42188,-0.08013,1066.9,8.7914e-06,0.0,-3.8293e-12,0.0,0.090136,44.137,1227.9,-0.0015714,-24.89,1.0,0.0,0.99969,0.0,0.23529,
82,-0.079715,0.125,0.0016466,3.0511,-0.078069,184.06,0.0012232,0.0012499,-3.689e-09,1088.9,0.34375,-0.079715,829.39,3.303e-05,0.0,-1.0293e-12,0.0,0.089183,44.003,1224.8,-0.0016466,-24.614,1.0,0.0,0.99958,0.0,0.44776,
83,-0.069182,0.125,0.0013584,3.1217,-0.067823,202.44,0.0011445,0.001185,1.9385e-08,1143.3,0.35938,-0.069182,1038.6,-0.00017976,0.0,-1.9796e-12,0.0,0.077817,44.66,1202.1,-0.0013584,-24.761,1.0,0.0,0.99979,0.0,0.24528,
84,-0.067313,0.125,0.0011919,3.0833,-0.066121,197.06,0.0011097,0.0011437,-8.3907e-09,1124.1,0.375,-0.067313,928.81,5.5044e-05,0.0,2.5116e-12,0.0,0.07643,44.545,1241.3,-0.0011919,-24.649,1.0,0.0,0.99992,0.0,0.37086,
85,-0.074652,0.125,0.0014476,3.1756,-0.073205,204.94,0.0012158,0.0012396,-1.086e-08,1202.8,0.32812,-0.074652,1117.2,-0.00027886,0.0,-2.8001e-12,0.0,0.083743,44.485,1244.5,-0.0014476,-24.536,1.0,0.0,0.99977,0.0,0.36207,
86,-0.071631,0.125,0.0015486,3.0784,-0.070083,177.62,0.0013132,0.0013716,1.2571e-08,1108.2,0.39062,-0.071631,1027.1,-2.0581e-05,0.0,1.0008e-12,0.0,0.080275,44.868,1160.1,-0.0015486,-24.421,1.0,0.0,0.99976,0.0,0.27273,
87,-0.081541,0.125,0.0015921,3.0878,-0.079949,216.5,0.0012137,0.001248,1.6691e-08,1159.3,0.28906,-0.081541,992.89,2.2128e-05,0.0,0.0,0.0,0.090681,43.843,1226.9,-0.0015921,-24.258,1.0,0.0,0.99962,0.0,0.32237,
88,-0.083863,0.125,0.001508,3.1242,-0.082355,212.62,0.0013052,0.0013418,6.7778e-09,1186.0,0.17969,-0.083863,945.26,-0.00010659,0.0,9.5678e-13,0.0,0.09359,43.77,1238.8,-0.001508,-24.249,1.0,0.0,0.9998,0.0,0.44118,
89,-0.072581,0.09375,0.0013022,3.0429,-0.071279,208.75,0.001278,0.0013203,-6.6698e-09,1102.4,0.55469,-0.072581,977.03,0.00011081,0.0,-4.1686e-12,0.0,0.080699,44.511,1258.6,-0.0013022,-24.143,1.0,0.0,0.99998,0.0,0.29801,
90,-0.079231,0.125,0.0015606,3.1649,-0.07767,192.44,0.0012751,0.0013146,1.2497e-08,1184.5,0.23438,-0.079231,1051.2,5.6578e-05,0.0,9.3875e-13,0.0,0.088431,44.283,1225.3,-0.0015606,-24.379,1.0,0.0,0.99971,0.0,0.36066,
91,-0.078014,0.125,0.0016172,3.067,-0.076396,194.44,0.001421,0.0014983,8.8624e-09,1109.1,0.32812,-0.078014,941.38,-6.2404e-05,0.0,1.5273e-12,0.0,0.087863,44.49,1191.0,-0.0016172,-24.021,1.0,0.0,0.9998,0.0,0.48507,
92,-0.066601,0.125,0.0012974,3.1127,-0.065304,185.75,0.0011745,0.0012035,-4.3456e-08,1118.1,0.46094,-0.066601,990.0,1.0667e-05,0.0,0.0,0.0,0.075205,44.632,1227.6,-0.0012974,-24.892,1.0,0.0,0.99988,0.0,0.35238,
93,-0.069161,0.125,0.001364,3.6108,-0.067797,194.88,0.0012124,0.0012792,4.8293e-08,1103.3,0.46875,-0.069161,946.53,-9.3548e-05,0.0,-5.1262e-12,0.0,0.077439,44.54,1241.6,-0.001364,-24.442,1.0,0.0,0.99985,0.0,0.264,
94,-0.079166,0.125,0.0015576,3.1752,-0.077608,223.25,0.0012759,0.0013221,2.6628e-09,1208.2,0.29688,-0.079166,1063.7,-0.00018032,0.0,3.7824e-12,0.0,0.089728,44.228,1269.2,-0.0015576,-24.281,1.0,0.0,0.99972,0.0,0.28947,
95,-0.074295,0.125,0.0014696,3.25,-0.072826,241.38,0.001337,0.0013977,5.7445e-09,1237.5,0.23438,-0.074295,1088.8,6.1198e-05,0.0,0.0,0.0,0.083789,44.248,1283.0,-0.0014696,-24.602,1.0,0.0,0.99987,0.0,0.36842,
96,-0.077322,0.125,0.0013528,3.119,-0.075969,180.44,0.0012865,0.0013333,3.3858e-08,1134.6,0.33594,-0.077322,1014.4,1.5411e-05,0.0,0.0,0.0,0.087531,44.582,1195.4,-0.0013528,-24.227,1.0,0.0,0.99993,0.0,0.46875,
97,-0.069858,0.125,0.001525,3.0655,-0.068333,198.75,0.0012279,0.0012865,-6.6369e-08,1130.1,0.39062,-0.069858,1032.4,0.00012921,0.0,0.0,0.0,0.078071,44.415,1192.6,-0.001525,-24.481,1.0,0.0,0.9997,0.0,0.42857,
98,-0.076537,0.125,0.0016571,3.0951,-0.07488,244.44,0.001364,0.0014393,-1.937e-08,1158.3,0.45312,-0.076537,954.07,0.00020086,0.0,1.0191e-12,0.0,0.085708,43.839,1327.6,-0.0016571,-24.34,1.0,0.0,0.99971,0.0,0.39344,
99,-0.073966,0.125,0.0013024,3.046,-0.072664,175.81,0.0013577,0.0014518,-5.9566e-09,1056.4,0.4375,-0.073966,926.16,8.6225e-05,0.0,3.1729e-12,0.0,0.082946,44.297,1157.7,-0.0013024,-24.55,1.0,0.0,1.0001,0.0,0.20561,
100,-0.071064,0.125,0.0014626,3.0501,-0.069602,178.69,0.0012015,0.0012349,-8.2899e-09,1099.0,0.26562,-0.071064,874.38,-8.607e-05,0.0,-3.0358e-12,0.0,0.079796,44.518,1180.3,-0.0014626,-24.503,1.0,0.0,0.99974,0.0,0.26277,0.033333
101,-0.077865,0.125,0.0014843,3.7052,-0.076381,180.5,0.001214,0.0012655,-6.4264e-09,1145.1,0.27344,-0.077865,983.26,9.9857e-05,0.0,-1.931e-12,0.0,0.088439,44.483,1206.0,-0.0014843,-24.93,1.0,0.0,0.99973,0.0,0.22845,
102,-0.074859,0.125,0.0011921,3.1279,-0.073667,255.69,0.0011503,0.001174,2.229e-09,1164.9,0.24219,-0.074859,865.45,-7.5713e-06,0.0,0.0,0.0,0.084944,43.835,1260.5,-0.0011921,-23.742,1.0,0.0,0.99996,0.0,0.5,
103,-0.079984,0.125,0.0013356,2.6845,-0.078648,198.44,0.0012875,0.0013117,1.1063e-09,1060.4,0.29688,-0.079984,723.79,0.00013542,0.0,4.3216e-12,0.0,0.090475,44.068,1202.6,-0.0013356,-24.257,1.0,0.0,0.99995,0.0,0.42593,
104,-0.081923,0.11719,0.0017964,3.0415,-0.080127,224.19,0.0014133,0.0014629,1.6412e-08,1095.8,0.30469,-0.081923,755.79,-1.4933e-05,0.0,3.2055e-12,0.0,0.093434,43.719,1244.8,-0.0017964,-23.616,1.0,0.0,0.99962,0.0,0.37037,
105,-0.068458,0.078125,0.0014388,2.6537,-0.067043,175.88,0.0012859,0.0013271,-2.7546e-10,1041.4,0.51562,-0.068456,934.27,-0.00010324,0.0,2.152e-12,0.0,0.077128,45.008,1155.4,-0.0014388,-24.388,0.99999,0.0,0.99985,0.0,0.17699,
106,-0.080857,0.125,0.0015125,3.0319,-0.079361,199.0,0.0014312,0.0014807,1.0806e-08,1081.5,0.17188,-0.080847,720.55,-6.0432e-05,0.0,2.1106e-12,0.0,0.090763,43.908,1156.5,-0.0015125,-24.298,0.99999,0.0,0.99992,0.0,0.3871,
107,-0.080466,0.125,0.0014472,3.0741,-0.079019,203.69,0.0013798,0.0014206,-1.5197e-09,1145.0,0.26562,-0.080466,917.44,9.2846e-05,0.0,-4.4524e-12,0.0,0.090097,43.695,1227.3,-0.0014472,-24.236,1.0,0.0,0.99993,0.0,0.35644,
108,-0.070985,0.0625,0.0015812,2.5659,-0.069404,191.25,0.0013082,0.0013763,2.7383e-08,1027.1,0.53906,-0.070985,888.32,-0.000218,0.0,3.8997e-12,0.0,0.078634,44.562,1189.4,-0.0015812,-24.349,1.0,0.0,0.99973,0.0,0.4697,
109,-0.079804,0.125,0.0015209,3.0851,-0.078283,191.31,0.0013493,0.0014248,7.9034e-09,1149.1,0.38281,-0.079804,1129.1,-1.8804e-05,0.0,1.9447e-12,0.0,0.090599,44.407,1161.5,-0.0015209,-24.395,1.0,0.0,0.99983,0.0,0.43066,
110,-0.075264,0.125,0.0012064,2.6535,-0.074058,171.25,0.0012796,0.0014078,4.6063e-09,1051.2,0.44531,-0.075264,852.4,-2.6824e-05,0.0,1.0584e-12,0.0,0.085046,44.492,1210.7,-0.0012064,-24.264,1.0,0.0,1.0001,0.0,0.45312,
111,-0.06809,0.054688,0.0012025,3.1425,-0.066887,180.44,0.0011757,0.0012055,-1.4682e-08,1057.4,0.42188,-0.06809,903.61,-0.00028239,0.0,5.3102e-13,0.0,0.076965,44.612,1169.6,-0.0012025,-24.49,1.0,0.0,0.99997,0.0,0.38168,
112,-0.074213,0.125,0.0011697,3.0246,-0.073043,194.88,0.0012326,0.0012598,-6.5368e-09,1070.2,0.35156,-0.074213,817.09,8.963e-05,0.0,5.8516e-12,0.0,0.084064,44.458,1207.5,-0.0011697,-24.422,1.0,0.0,1.0001,0.0,0.38017,
113,-0.081447,0.125,0.0014411,3.0392,-0.080006,236.5,0.0013551,0.0013858,1.7052e-08,1106.9,0.48438,-0.081447,949.56,6.6536e-05,0.0,-1.07e-12,0.0,0.090813,43.204,1254.7,-0.0014411,-23.794,1.0,0.0,0.99991,0.0,0.31169,
114,-0.068123,0.125,0.001288,3.115,-0.066835,184.31,0.0011348,0.0011672,-1.9474e-08,1102.5,0.26562,-0.068123,869.53,0.00011401,0.0,5.0714e-13,0.0,0.07715,44.761,1186.8,-0.001288,-24.203,1.0,0.0,0.99985,0.0,0.42149,
115,-0.057307,0.11719,0.001195,2.4808,-0.056112,178.19,0.0010245,0.0010782,9.3358e-09,1020.9,0.35156,-0.057307,907.53,-0.00019832,0.0,-6.078e-12,0.0,0.065637,45.031,1082.4,-0.001195,-24.739,1.0,0.0,0.99983,0.0,0.26471,
116,-0.071409,0.125,0.0013439,2.5379,-0.070065,189.88,0.0011051,0.00114,-4.3227e-10,1017.2,0.34375,-0.071409,695.55,1.3341e-05,0.0,2.2514e-12,0.0,0.079733,43.802,1185.7,-0.0013439,-24.323,1.0,0.0,0.99976,0.0,0.34586,
117,-0.084578,0.125,0.001492,3.0483,-0.083086,211.06,0.0013168,0.0013408,1.5261e-08,1109.4,0.36719,-0.084578,859.51,0.00017142,0.0,3.1102e-12,0.0,0.094213,43.392,1254.4,-0.001492,-24.192,1.0,0.0,0.99982,0.0,0.50355,
118,-0.07379,0.125,0.0012274,3.2047,-0.072562,187.88,0.0011503,0.001163,-2.2029e-09,1053.7,0.47656,-0.07379,886.43,5.9914e-05,0.0,-1.0756e-12,0.0,0.082668,44.097,1206.0,-0.0012274,-24.25,1.0,0.0,0.99992,0.0,0.44628,
119,-0.069592,0.10156,0.0016686,3.2094,-0.067923,192.94,0.0012352,0.0012926,-7.6761e-09,1062.6,0.45312,-0.069592,881.84,-0.00012828,0.0,2.1418e-12,0.0,0.078317,44.481,1212.4,-0.0016686,-24.598,1.0,0.0,0.99957,0.0,0.36216,
120,-0.079107,0.125,0.001349,3.1658,-0.077758,210.31,0.0013204,0.0013486,-1.1245e-09,1164.4,0.36719,-0.079107,1032.7,0.00011033,0.0,-4.3927e-12,0.0,0.089927,44.067,1240.8,-0.001349,-24.346,1.0,0.0,0.99997,0.0,0.38211,
121,-0.074951,0.125,0.0017635,2.498,-0.073206,208.06,0.0013458,0.001514,8.2004e-09,1007.6,0.39844,-0.074952,846.33,2.4487e-05,0.0,-9.3187e-12,0.0,0.083783,44.06,1114.4,-0.0017635,-23.745,0.99999,0.0,0.99958,0.0,0.60784,
122,-0.07721,0.070312,0.0015641,3.0311,-0.075664,215.5,0.0012735,0.0013141,1.2345e-08,1065.3,0.35938,-0.077205,874.76,-6.9581e-08,0.0,-2.192e-12,0.0,0.087385,43.842,1172.1,-0.0015641,-23.869,0.99999,0.0,0.99971,0.0,0.46957,
123,-0.069151,0.10156,0.001418,2.9526,-0.067733,181.88,0.0012878,0.0013141,-7.0611e-09,992.24,0.59375,-0.069151,833.09,4.7794e-05,0.0,8.0448e-12,0.0,0.077299,44.586,1224.8,-0.001418,-24.153,1.0,0.0,0.99987,0.0,0.43284,
124,-0.065261,0.078125,0.0014797,3.0525,-0.063782,232.94,0.0011941,0.0012312,-1.7941e-08,1070.1,0.41406,-0.065261,887.64,8.3829e-05,0.0,3.3373e-12,0.0,0.07385,44.502,1199.1,-0.0014797,-24.058,1.0,0.0,0.99971,0.0,0.40984,
125,-0.077285,0.125,0.0015409,3.0626,-0.075744,262.12,0.0013778,0.0016443,1.9345e-08,1063.2,0.42188,-0.077285,776.63,-0.00013357,0.0,5.8128e-12,0.0,0.085393,43.495,1272.4,-0.0015409,-23.338,1.0,0.0,0.99984,0.0,0.52795,
126,-0.068853,0.125,0.0013148,3.0832,-0.067539,197.69,0.0011515,0.001224,3.4219e-08,1047.7,0.45312,-0.068853,839.83,-0.00020357,0.0,0.0,0.0,0.077561,44.719,1220.0,-0.0013148,-24.134,1.0,0.0,0.99984,0.0,0.45882,
127,-0.061754,0.11719,0.0012173,2.7239,-0.060536,163.69,0.0011341,0.0011621,-1.3487e-08,901.72,0.63281,-0.061754,762.38,-8.4937e-05,0.0,0.0,0.0,0.068643,44.807,1141.9,-0.0012173,-24.244,1.0,0.0,0.99992,0.0,0.37589,
128,-0.087125,0.10156,0.00157,3.0893,-0.085555,209.25,0.0014242,0.0015094,-1.6263e-08,1094.3,0.26562,-0.087125,869.97,-8.3667e-05,0.0,-4.209e-12,0.0,0.097576,43.006,1175.5,-0.00157,-24.065,1.0,0.0,0.99985,0.0,0.33775,
129,-0.082696,0.125,0.0016264,3.0725,-0.081069,205.88,0.0013644,0.0014078,8.8495e-09,1067.3,0.35938,-0.082696,750.13,-0.00015544,0.0,-1.0811e-11,0.0,0.093525,43.244,1245.3,-0.0016264,-24.203,1.0,0.0,0.99974,0.0,0.5,
130,-0.074228,0.125,0.0013595,2.8337,-0.072869,179.94,0.0013564,0.0013881,1.5165e-08,934.59,0.46875,-0.074228,835.1,8.7995e-05,0.0,3.7023e-12,0.0,0.083493,43.969,1022.4,-0.0013595,-24.075,1.0,0.0,1.0,0.0,0.49107,
131,-0.084081,0.125,0.0015733,3.0056,-0.082524,187.69,0.0014254,0.0015069,1.3477e-08,986.01,0.41406,-0.08408,787.55,4.2671e-05,0.0,-2.3332e-12,0.0,0.094676,43.67,1126.3,-0.0015733,-23.909,0.99999,0.0,0.99985,0.0,0.41353,
132,-0.065955,0.125,0.0012426,2.9732,-0.064729,192.56,0.0011271,0.001169,4.1669e-09,993.61,0.47656,-0.065954,717.8,-6.9935e-05,0.0,3.4879e-12,0.0,0.07582,44.208,1244.7,-0.0012426,-24.018,0.99999,0.0,0.99988,0.0,0.57639,
133,-0.073613,0.125,0.0013121,2.9125,-0.072301,185.62,0.0012902,0.0013461,2.4431e-09,966.32,0.4375,-0.073613,722.16,-8.4767e-05,0.0,1.1929e-12,0.0,0.082902,44.103,1156.2,-0.0013121,-24.035,1.0,0.0,0.99998,0.0,0.52632,
134,-0.060939,0.10156,0.0014663,2.4881,-0.059472,194.0,0.0013799,0.0038042,8.028e-09,847.37,0.625,-0.060939,619.61,2.3906e-05,0.0,-7.1271e-13,0.0,0.06685,44.161,1227.0,-0.0014663,-23.931,1.0,0.0,0.99991,0.0,0.34,
135,-0.062169,0.125,0.0012972,3.0713,-0.060872,196.25,0.0010923,0.0012035,2.8079e-09,1045.4,0.5,-0.062169,871.64,5.4552e-05,0.0,0.0,0.0,0.069126,44.267,1219.1,-0.0012972,-24.661,1.0,0.0,0.9998,0.0,0.31538,
136,-0.072361,0.125,0.0012909,3.0492,-0.07107,204.12,0.0012343,0.0012618,-5.9119e-09,1091.4,0.32031,-0.072361,905.46,-3.7669e-05,0.0,0.0,0.0,0.080827,44.336,1179.0,-0.0012909,-24.199,1.0,0.0,0.99994,0.0,0.49359,
137,-0.075753,0.125,0.001141,3.1818,-0.074612,349.62,0.0013814,0.0014415,-4.3656e-09,1223.4,0.32031,-0.075753,942.41,0.00010517,0.0,2.1316e-12,0.0,0.084808,43.794,1355.9,-0.001141,-23.451,1.0,0.0,1.0002,0.0,0.3961,
138,-0.07069,0.078125,0.0013605,2.9814,-0.06935,198.06,0.0011382,0.0011679,8.5317e-09,980.52,0.5,-0.070689,725.89,0.00011273,0.0,0.0,0.0,0.079909,44.032,1235.2,-0.0013605,-24.185,0.99999,0.0,0.99978,0.0,0.56383,
139,-0.072003,0.125,0.0013989,3.0376,-0.070604,179.25,0.0012476,0.0015111,1.7849e-08,1007.4,0.48438,-0.072003,804.23,3.3078e-05,0.0,-5.0605e-12,0.0,0.080743,44.435,1198.3,-0.0013989,-24.007,1.0,0.0,0.99985,0.0,0.384,
140,-0.070724,0.10156,0.0010178,3.0742,-0.069707,207.31,0.0011618,0.0012132,8.0971e-09,1090.7,0.41406,-0.070724,911.34,-0.00015519,0.0,2.1086e-12,0.0,0.080424,44.307,1217.4,-0.0010178,-24.084,1.0,0.0,1.0001,0.0,0.3209,
141,-0.073923,0.125,0.0013064,3.0685,-0.072617,194.81,0.0011937,0.0012192,6.5685e-09,1065.9,0.375,-0.073923,829.04,7.9567e-05,0.0,0.0,0.0,0.082497,44.239,1208.1,-0.0013064,-24.237,1.0,0.0,0.99989,0.0,0.25962,
142,-0.071998,0.10156,0.001602,2.5103,-0.070396,208.81,0.001163,0.0012104,8.7844e-09,1023.0,0.34375,-0.071998,802.43,6.0268e-05,0.0,1.1438e-12,0.0,0.080627,44.016,1138.6,-0.001602,-23.883,1.0,0.0,0.99956,0.0,0.40411,
143,-0.080508,0.125,0.0016859,3.0834,-0.078822,210.88,0.0012944,0.0013467,-8.1874e-09,1142.7,0.23438,-0.080508,973.83,5.5227e-05,0.0,0.0,0.0,0.091361,44.128,1194.4,-0.0016859,-24.104,1.0,0.0,0.99961,0.0,0.34653,
144,-0.058505,0.125,0.0011796,2.8637,-0.057326,181.94,0.00095588,0.00097942,2.4251e-09,968.45,0.48438,-0.058505,727.84,0.00017726,0.0,5.9206e-12,0.0,0.066542,44.553,1194.5,-0.0011796,-24.391,1.0,0.0,0.99978,0.0,0.35374,
145,-0.085259,0.125,0.0014902,3.1517,-0.083769,245.19,0.0014123,0.0014599,-3.0376e-09,1187.0,0.32812,-0.085259,989.74,0.000177,0.0,-9.8881e-13,0.0,0.095973,43.566,1283.4,-0.0014902,-23.773,1.0,0.0,0.99992,0.0,0.36154,
146,-0.07929,0.10156,0.0013903,3.0481,-0.0779,237.38,0.001308,0.0013348,-3.0681e-08,1107.7,0.27344,-0.07929,805.91,-6.1531e-05,0.0,0.0,0.0,0.089687,43.735,1221.3,-0.0013903,-23.733,1.0,0.0,0.99992,0.0,0.39683,
147,-0.076437,0.125,0.0013317,3.0925,-0.075105,179.69,0.0012976,0.0013254,4.4384e-09,1039.2,0.40625,-0.076437,779.94,-0.00018084,0.0,-1.0836e-12,0.0,0.085195,44.58,1216.5,-0.0013317,-24.492,1.0,0.0,0.99997,0.0,0.40411,
148,-0.073058,0.10156,0.0016879,3.0512,-0.071386,221.56,0.0012651,0.0012965,1.7412e-08,1111.6,0.35156,-0.073052,821.07,0.00018682,0.0,0.0,0.0,0.081432,44.68,1269.1,-0.0016879,-24.16,0.99999,0.0,0.99958,0.0,0.40299,
